food_code,food_name,primarysource,secondarysource,Primary food group,food_group_nin,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g
U507,WHITE HAMBURGER BUNS,usda,,,,1071.1,256,48.84,9.3,3.49,6.98,2.3
U508,WHOLE WHEAT HAMBURGER BUNS,usda,,,,1025.08,245,45.28,11.32,3.77,5.66,5.7
U509,"Wafers, plain ice cream wafers, not filled",ukfct,,,,1565,368,79.7,10.5,3,3.5,3.4
U511,"Bread, white, average",ukfct,,,,1004,236,48.7,8.7,2.1,3,2.9
V500,"Apple juice, clear, ambient and chilled",ukfct,,,,157,37,9.7,0.1,0,9.7,0
V501,Cocoa powder,ukfct,,,,1301,312,11.5,18.5,21.7,0,0
V502,"Coffee, powder, instant",ukfct,,,,320,75,4.5,14.6,0,0,0
V503,Cola,ukfct,,,,174,41,10.9,0,0,10.9,0
V504,"Drinking chocolate, powder",ukfct,,,,1598,377,79.7,6.4,5.8,77.7,0
V505,"Energy drink, carbonated",ukfct,,,,178,42,11.1,0,0,11.1,0
V506,"Fruit cocktail, canned in syrup, whole contents",ukfct,,,,244,57,14.8,0.4,0,14.8,0
V507,"Fruit juice drink/squash, diluted",ukfct,,,,29,7,1.8,0,0,1.8,0
V508,"Fruit juice drink/squash, undiluted",ukfct,,,,144,34,8.9,0.1,0,8.9,0
V509,"Pineapple juice, unsweetened",ukfct,,,,177,41,10.5,0.3,0.1,10.5,0
V510,"Tea, black, infusion, average",ukfct,,,,2,0,0,0.1,0,0,0
V511,"Tea, green, infusion",ukfct,,,,0,0,0,0.1,0,0,0
W501,"Jelly, made with water",ukfct,,,,260,61,15.1,1.2,0,15.1,0
W502,Marmalade,ukfct,,,,1114,261,69.5,0.1,0,69.5,0.5
W504,JAM,usda,,,,836.8,200,50,0,0,45,0
W505,STRAWBERRY JAM,usda,,,,941.4,225,60,0,0,35,0
X500,"Sauces, Indian cook in, other",ukfct,,,,282,67,8.7,1.4,3.2,6.1,2.5
X501,"Soy sauce, light and dark varieties",ukfct,,,,337,79,17.9,3,0,16.4,0
X503,Tomato ketchup,ukfct,,,,489,115,28.6,1.6,0.1,27.5,0.9
X504,Tomato puree,ukfct,,,,287,67,12.9,4.4,0.2,12.9,4.7
X505,"Tomato sauce, homemade",ukfct,,,,374,89,8.6,2.2,5.5,4,0
X506,"White sauce, savoury, made with whole milk, homemade",ukfct,,,,660,158,11.6,4.4,10.8,4.9,0.3
X507,Worcestershire sauce,ukfct,,,,480,113,28.3,1.4,0.1,21.5,0
X508,"Dips, sour-cream based, assorted flavours",ukfct,,,,1482,360,4,2.9,37,2,0
X509,"Dressing, thousand island",ukfct,,,,873,210,15.9,0.7,16.4,13.4,0.4
X510,"Dressing, French",ukfct,,,,1384,335,11.7,0.3,32.2,6.7,0.5
X512,"Mint sauce, homemade",ukfct,,,,358,85,19.4,0.8,0.1,0,0
X513,"Pizza base, raw",ukfct,,,,1229,290,57.5,7.8,4.8,3.4,2.5
X514,MUSTARD SAUCE,usda,,,,2690.31,643,3.57,3.57,71.43,0,0
X515,"DIJON MUSTARD, DIJON",usda,,,,418.4,100,0,0,0,0,0
X517,"CAJUN SEASONING, CAJUN",usda,,,,0,0,0,0,0,0,0
X518,CREAMED CORN,usda,,,,665.26,159,17.7,3.54,7.96,5.31,1.8
ASC001,Hot tea (Garam Chai),asc_manual,,,,68.16,16.14,2.58,0.39,0.53,2.58,0
ASC002,Instant coffee,asc_manual,,,,97.77,23.16,3.65,0.64,0.75,3.62,0
ASC003,Espreso coffee,asc_manual,,,,217,51.54,6.62,1.75,2.14,6.53,0
ASC004,Iced tea,asc_manual,,,,44.09,10.34,2.7,0.03,0.01,2.7,0
ASC005,Raw mango drink (Aam panna),asc_manual,,,,152.39,35.92,9.05,0.16,0.03,7.49,0.61
ASC006,Fruit Punch (with fresh juices),asc_manual,,,,153.89,36.12,9.38,0.14,0.03,9.25,0.06
ASC007,Fruit Punch (with squashes),asc_manual,,,,98.22,23.13,5.99,0.07,0.02,5.88,0.17
ASC008,Lemonade,asc_manual,,,,88.66,20.8,5.48,0.03,0.01,5.47,0.02
ASC009,Lem-o-gin,asc_manual,,,,91.63,21.52,5.55,0.08,0.03,5.38,0.13
ASC010,Cumin infused water (Jeere/Zeere ka pani),asc_manual,,,,38.23,9.09,1.86,0.17,0.11,1.46,0.46
ASC011,Coco pine cooler,asc_manual,,,,138.47,32.75,5.72,0.56,1,5.52,0.26
ASC012,Summer cooler,asc_manual,,,,95.22,22.43,5.43,0.37,0.04,5.21,0.2
ASC014,Hot cocoa,asc_manual,,,,378.24,90.1,9.23,3.36,4.56,9.01,0
ASC015,Cold coffee with ice cream,asc_manual,,,,286.61,67.85,11.24,1.57,2.11,11.18,0.01
ASC016,Banana milkshake (Kele milkshake),asc_manual,,,,274.33,65.31,9.15,1.84,2.37,7.96,0.26
ASC017,Mango milkshake (Aam milkshake),asc_manual,,,,239.13,56.9,7.23,1.73,2.35,7.15,0.26
ASC018,Pineapple milkshake (Ananas milkshake),asc_manual,,,,235.06,55.72,7.62,1.66,2.23,7.6,0
ASC019,Orange milkshake (Narangi milkshake),asc_manual,,,,241.5,57.42,7.11,1.86,2.52,7.08,0
ASC020,Egg nog,asc_manual,,,,407.68,97.14,8.15,4.78,5.11,8.06,0.02
ASC021,Sweet Lassi (Meethi lassi),asc_manual,,,,151.19,35.66,6.51,1.29,0.68,6.51,0
ASC022,Lassi (salted),asc_manual,,,,79.43,18.84,1.86,1.35,0.72,1.84,0.02
ASC023,Cheese and chilli sandwich,asc_manual,,,,916.65,218.11,27.4,6.8,9.78,2.38,2.08
ASC024,Egg sandwich (Ande ka sandwich),asc_manual,,,,1198.25,285.96,29.16,8.69,15.8,1.86,1.88
ASC025,Cucumber sandwich (Kheere ka sandwich),asc_manual,,,,792.81,188.6,25.77,4.8,8,1.64,2.45
ASC026,Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),asc_manual,,,,1080.78,257.71,29.1,8.2,12.8,4.1,2.33
ASC027,Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),asc_manual,,,,1020.45,243.32,26.92,7.92,12.27,2.85,1.97
ASC028,Chicken sandwich,asc_manual,,,,1063.58,253.27,25.38,13.12,11.75,1.6,1.64
ASC029,Peanut and tomato sandwich (Moongfali aur tamatar ka sandwich),asc_manual,,,,1223.06,291.43,28.54,9.53,16.14,2.82,4.03
ASC030,Rainbow sandwich,asc_manual,,,,1145.57,272.75,34.26,7.75,12.54,4.05,2.1
ASC031,Club sandwich,asc_manual,,,,982.35,235.32,18.51,7.31,15.12,2.01,1.81
ASC032,Vegetarian club sandwich,asc_manual,,,,829.67,198.33,19.68,5.45,11.33,2.08,2.06
ASC033,Pin wheel sandwich,asc_manual,,,,1295.4,311.52,14,8.77,24.93,1.45,0.93
ASC034,Carrot apple sandwich (Gajar aur seb ka sandwich),asc_manual,,,,899.82,214.11,29.04,5.3,9.12,5.3,3.66
ASC035,Salami sandwich,asc_manual,,,,1068.35,255.59,21.54,8.7,15.51,2,1.97
ASC036,Vegetable and mayonnaise sandwich,asc_manual,,,,1020.23,244.26,23.2,4.47,15.4,2.35,2.35
ASC037,Egg and tomato sandwich (Ande aur tamatar ka sandwich),asc_manual,,,,933.23,222.11,25.9,7.66,10.51,2.09,1.77
ASC038,Sweet open sandwich,asc_manual,,,,1026.93,244.25,39.24,4.99,8.15,12.23,2.36
ASC039,Mushroom and cheese sandwich (toasted),asc_manual,,,,951.3,227.42,21.01,7.79,13.01,2.11,2.28
ASC040,Cheese and tomato sandwich (toasted) (Cheese aur tamatar ke sandwich (toasted)),asc_manual,,,,939.42,224.58,21.42,6.82,12.95,2.67,1.78
ASC041,Pea potato sandwich (toasted) (Matar aloo ka sandwich),asc_manual,,,,692.6,164.9,25.17,4.6,5.43,1.33,2.89
ASC042,Paneer pea sandwich (toasted) (Paneer matar ka sandwich),asc_manual,,,,1046.81,249.56,24.05,12.4,11.98,6.4,2.12
ASC043,Chicken sandwich (toasted),asc_manual,,,,705.58,167.37,18.82,12.08,5.32,2.13,1.64
ASC044,Pea keema sandwich (toasted) (Matar aur keema ka sandwich),asc_manual,,,,723.5,171.78,20.26,11.06,5.61,1.94,2.45
ASC045,Classic club sandwich,asc_manual,,,,840.3,200.83,18.49,6.74,11.56,1.86,1.62
ASC046,Sesame toast,asc_manual,,,,2042.69,495.19,11.15,1.9,49.38,1.46,1.32
ASC047,Cracked wheat porridge (Meetha daliya),asc_manual,,,,341.09,81.57,8.87,2.64,4.08,5.12,0.62
ASC048,Semolina porridge (Suji/Rava daliya),asc_manual,,,,423.06,100.89,12.39,3.75,4.08,7.54,0.7
ASC050,Oatmeal Porridge,asc_manual,,,,306.46,72.85,8.77,2.6,3.22,5.2,0.39
ASC051,Cornflakes with milk,asc_manual,,,,493.71,117.33,14.95,3.59,5.12,9.97,0.78
ASC052,Rice flakes (Chiwda/Aval),asc_manual,,,,471.37,112.44,15.57,3.62,3.99,7.28,0.37
ASC053,Wheat flakes,asc_manual,,,,471.37,112.44,15.57,3.62,3.99,7.28,0.37
ASC054,Murmura (Puffed rice),asc_manual,,,,475.04,113.32,15.67,3.62,4.04,7.31,0.28
ASC055,Puffed wheat (Murmure/Moori),asc_manual,,,,475.04,113.32,15.67,3.62,4.04,7.31,0.28
ASC056,Boiled egg (Ubla anda),asc_manual,,,,189.77,45.35,0.12,4.43,3.04,0,0.11
ASC057,Fried Egg,asc_manual,,,,928.19,223.67,0.31,11.59,19.62,0,0.29
ASC058,Poached egg,asc_manual,,,,518.05,123.87,0.37,11.98,8.19,0.05,0.3
ASC059,Scrambled egg (Ande ki bhurji),asc_manual,,,,649.51,155.97,1.35,10.29,12.21,1.08,0.24
ASC060,Baked egg,asc_manual,,,,916.63,218.85,15.42,11.88,12.65,1.66,1.03
ASC061,Plain omelette/omlet,asc_manual,,,,1127.43,272.41,0.64,9.66,25.74,0.51,0.12
ASC062,Stuffed egg omelette/omlet,asc_manual,,,,843.31,203.51,2.3,8.6,17.77,1.57,0.75
ASC063,Pancake,asc_manual,,,,846.21,203.36,20.49,5.68,10.82,3.32,0.65
ASC064,Keema pancake,asc_manual,,,,733.07,176.27,9.56,9.01,11.25,2.2,0.84
ASC065,Vegetable pancake,asc_manual,,,,520.55,125.18,12.24,3.87,6.57,2.09,2.48
ASC066,Jam and fruit pancake,asc_manual,,,,675.43,162.02,20.73,3.79,7.01,7.85,1.21
ASC067,Khoa and coconut pancake,asc_manual,,,,1138.78,271.98,27.32,6.98,15.29,16.47,1.65
ASC068,Brown stock,asc_manual,,,,89.24,21.32,0.25,1.95,1.38,0.14,0.09
ASC069,Vegetable stock,asc_manual,,,,72.84,17.6,0.96,0.3,1.38,0.44,0.38
ASC070,Chicken stock,asc_manual,,,,125.02,29.88,0.37,3.69,1.51,0.2,0.1
ASC079,Clear tomato soup (Tamatar ka soup),asc_manual,,,,330.9,80.07,3.45,4.79,12.22,1.44,1.96
ASC080,Lentil soup,asc_manual,,,,129.85,31.17,3.94,9.65,11.68,1.06,2.57
ASC081,Chicken consomme (Clear chicken soup),asc_manual,,,,199.24,47.94,1.19,11.47,12.02,0.54,1.57
ASC082,Cream of tomato soup,asc_manual,,,,404.6,97.81,3.93,4.61,13.12,1.81,1.38
ASC083,Cream of green peas soup,asc_manual,,,,529.63,127.84,6.75,7.13,14.78,1.61,2.95
ASC084,Cream of spinach soup,asc_manual,,,,416.01,100.54,3.45,5.21,13.31,1.13,1.74
ASC085,Cream of mixed vegetable soup,asc_manual,,,,248.42,59.65,4.93,6.84,9.05,2.1,2.14
ASC086,Cream of mushroom soup,asc_manual,,,,484.63,117.28,3.74,6.64,15.5,1.93,1.34
ASC087,Chicken sweet corn soup,asc_manual,,,,119.03,28.32,1.63,14.48,12.59,0.27,0.47
ASC088,Minestrone soup,asc_manual,,,,178.39,42.66,3.71,9.3,11.09,1.01,1.92
ASC089,Egg drop soup,asc_manual,,,,110.83,26.64,1.1,12.93,13.52,0.6,0.81
ASC090,Chinese cabbage and meat ball soup,asc_manual,,,,1992.37,484.31,1.43,5.21,56.57,0.37,0.57
ASC091,French onion soup,asc_manual,,,,230.9,55.61,4.28,11.41,14.39,1.5,1.01
ASC092,Hot and sour soup,asc_manual,,,,132.17,31.51,1.78,3.12,1.31,0.66,0.6
ASC093,Talaumein soup,asc_manual,,,,149.32,35.63,4.17,10.12,12.78,0.77,1.94
ASC094,Cold cucumber soup (Thanda kheere ka soup),asc_manual,,,,201.43,48.03,4.58,2.99,1.99,3.34,0.88
ASC095,Cold summer garden soup,asc_manual,,,,203.38,49.19,2.65,8.57,14.08,0.46,1.86
ASC096,Chapati/Roti,asc_manual,,,,844.75,202.31,35.65,5.88,3.56,1,6.31
ASC097,Plain parantha/paratha,asc_manual,,,,1237.55,298.3,30.69,5.06,16.86,0.86,5.43
ASC098,Potato parantha/paratha (Aloo ka parantha/paratha),asc_manual,,,,851.61,205.04,23.92,3.7,10.22,1.15,4.18
ASC099,Radish parantha/paratha (Mooli ka parantha/paratha),asc_manual,,,,762,183.52,20.54,3.3,9.53,1.31,4.32
ASC100,Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),asc_manual,,,,739.29,178.07,18.84,3.73,9.47,1.15,4.68
ASC101,Dal parantha/paratha,asc_manual,,,,1114.69,268.24,30.03,6.78,13.05,1.43,6.46
ASC102,Sprouted moong parantha/paratha,asc_manual,,,,948.71,228.59,24.31,4.29,12.43,1.47,4.49
ASC103,Pea parantha/paratha (Matar ka parantha/paratha),asc_manual,,,,792.61,190.73,21.51,5.59,8.8,1.29,5.61
ASC104,Keema parantha/paratha,asc_manual,,,,989.27,238.09,18.36,9.41,13.91,0.99,3.44
ASC105,Paneer parantha/paratha,asc_manual,,,,1093.35,262.97,24.33,7.98,14.62,3.77,4
ASC106,Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),asc_manual,,,,901.21,216.49,21.39,5.54,12.09,1.31,4.39
ASC107,Poori,asc_manual,,,,3035.59,737.63,8.22,1.35,77.61,0.23,1.46
ASC108,Spinach poori (Palak poori),asc_manual,,,,2816.04,684.25,7.76,1.42,71.86,0.24,1.55
ASC109,Methi poori,asc_manual,,,,2922.04,710.02,7.98,1.45,74.6,0.26,1.61
ASC110,Dal stuffed poori,asc_manual,,,,3231.84,785.16,10.14,2.08,81.69,0.29,1.96
ASC111,Potato stuffed poori (Aloo ki poori),asc_manual,,,,3196.78,776.74,9.4,1.52,81.35,0.26,1.64
ASC112,Tandoori parantha/paratha,asc_manual,,,,1225.73,295.37,30.74,5.08,16.51,0.86,5.44
ASC113,Boiled rice (Uble chawal),asc_manual,,,,490.33,117.19,25.72,2.6,0.18,0.22,1.25
ASC114,Plain pulao,asc_manual,,,,583.77,140.21,21.82,2.34,4.62,1.15,1.69
ASC115,Mixed vegetable pulao,asc_manual,,,,471,113.05,17.49,2.72,3.33,1.35,2.67
ASC116,Mushroom pulao,asc_manual,,,,517.56,124.29,19.02,2.52,4.03,1,1.88
ASC117,Sprouted moong pulao,asc_manual,,,,470.44,112.97,17.49,2.19,3.61,1.43,1.78
ASC118,Paneer pulao,asc_manual,,,,2396.2,581.91,8.76,1.98,59.81,1.11,0.62
ASC119,Peanut pulao,asc_manual,,,,806.21,193.28,21.18,5.32,9.51,1.6,2.9
ASC120,Navratan pulao,asc_manual,,,,1090.19,261.71,36.98,6.2,9.45,2.52,3.82
ASC121,Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),asc_manual,,,,722.95,173.43,27.57,4.88,4.82,2.48,3.15
ASC122,Mutton biryani/biriyani,asc_manual,,,,795.74,190.76,22.5,7.38,7.72,2.39,2.42
ASC123,Vegetable biryani/biriyani,asc_manual,,,,724.76,174.61,18.56,3.16,9.51,2.14,3.31
ASC124,"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",asc_manual,,,,734.93,176.3,21.62,4.26,7.88,0.78,2.52
ASC125,Sweet rice (Meethe chawal),asc_manual,,,,906.12,215.41,42.59,2.1,4.57,24.8,1.13
ASC126,Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),asc_manual,,,,818.47,195.74,32.93,5.75,4.32,3.91,2.13
ASC127,Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),asc_manual,,,,1556.82,373.04,65.08,7.45,8.53,11.65,5.12
ASC128,Spanish rice,asc_manual,,,,686.24,164.24,31.1,4.19,2.23,1.26,2.78
ASC129,Chinese fried rice,asc_manual,,,,502.3,120.58,13.4,4.05,5.43,1.47,2.31
ASC133,Macroni cheese pie,asc_manual,,,,717.16,170.63,21.1,5.85,7.48,3.4,0.4
ASC134,Vegetable chowmein,asc_manual,,,,543.32,129.71,15.44,3.07,6.36,1.97,1.86
ASC135,Chicken chowmein,asc_manual,,,,632.98,151.33,13.3,6.33,8.23,1.63,1.64
ASC136,Cheese noodle ring,asc_manual,,,,561.07,133.67,13.96,6.22,6.12,2.84,1.27
ASC137,Spaghetti and cheese balls in tomato sauce,asc_manual,,,,2095.46,508.32,7.82,2.41,52.08,1.83,0.59
ASC138,Penne platter,asc_manual,,,,744.46,177.4,20.87,5.04,8.71,4.5,1.09
ASC139,Pasta hot pot,asc_manual,,,,524.24,125.17,11.6,5.84,6.47,5.99,0.8
ASC140,Chicken lasagne,asc_manual,,,,785.18,187.49,13.9,10.45,10.36,2.74,0.11
ASC141,Fettuccine with spinach sauce,asc_manual,,,,540,129.21,12.19,3.1,7.83,1.18,0.77
ASC142,Naan,asc_manual,,,,1197.8,286.45,51.75,8.05,4.99,5.59,1.91
ASC143,Bhatura,asc_manual,,,,3265,793.2,10.73,1.63,82.56,0.69,0.38
ASC144,Idli,asc_manual,,,,575.46,137.54,28.18,4.64,0.33,0.28,2.31
ASC146,Masala dosa,asc_manual,,,,683.8,164.58,19.57,3.29,7.84,1.33,2.52
ASC147,Semolina dosa (Suji/Rava dosa),asc_manual,,,,947.56,227.05,32.84,7.3,7.12,4.37,4.04
ASC148,Onion tomato uttapam,asc_manual,,,,1903.54,462.02,11.32,1.91,45.3,0.8,1.26
ASC149,Paneer kaathi roll,asc_manual,,,,1186.3,285.94,20.1,6.92,19.55,3.29,2.4
ASC150,Makki ki roti,asc_manual,,,,1094.52,263.97,24.19,3.49,16.85,0.7,5.19
ASC151,Washed moong dal (Dhuli moong ki dal),asc_manual,,,,208.28,50,5.91,2.68,1.68,0.12,1.17
ASC152,Washed urad dal (Dhuli urad ki dal),asc_manual,,,,254.82,61.32,5.84,2.51,2.98,0.32,1.53
ASC153,Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),asc_manual,,,,304.63,73.25,7.1,2.79,3.6,1.05,2.72
ASC154,Dry washed urad,asc_manual,,,,520,124.71,15.66,6.85,3.5,0.73,4.06
ASC155,Mixed dal,asc_manual,,,,257.36,61.93,5.79,2.51,3.1,0.34,1.62
ASC156,Whole moong (Moong ki dal),asc_manual,,,,223.16,53.7,5.22,2.25,2.56,0.59,2.02
ASC157,Whole masoor (Masoor ki dal),asc_manual,,,,224.65,54.05,5.37,2.28,2.52,0.67,1.98
ASC158,Whole moth (Moth ki dal),asc_manual,,,,228.59,55,5.74,2.01,2.62,0.66,1.85
ASC159,Whole urad (Urad ki dal),asc_manual,,,,223.55,53.8,5.05,2.21,2.62,0.57,2.32
ASC160,Moti mahal dal (Urad rajmah mix dal),asc_manual,,,,428.47,103.13,8.74,3.93,5.66,1.7,3.38
ASC161,Black channa curry/Bengal gram curry (Kale chane ki curry),asc_manual,,,,585.35,140.68,14.11,5.67,6.61,2.36,7.99
ASC162,Chickpeas curry (Safed channa curry),asc_manual,,,,680.17,163.43,19.98,6.1,6.84,4.78,4.73
ASC163,Lobia curry,asc_manual,,,,620.13,148.99,17.88,6.06,5.62,2.51,4.57
ASC164,Soyabean curry,asc_manual,,,,679.92,163.28,6.76,10.43,10.19,2.66,7.34
ASC165,Kidney bean curry (Rajmah curry),asc_manual,,,,598.11,143.73,16.38,5.95,5.77,2.49,5.83
ASC167,Sambar,asc_manual,,,,404.5,96.92,10.57,3.35,4.38,3.31,3.52
ASC168,Besan kadhi with pakodies,asc_manual,,,,1661.22,403.35,3.56,1.64,42.59,0.88,0.81
ASC169,Khatta channa,asc_manual,,,,841.56,202.57,21.14,6.3,10.56,4.75,5.26
ASC170,Sprouted moong dal chat,asc_manual,,,,135.79,32.47,6.01,1.35,0.32,1.57,1.35
ASC171,Potato cauliflower (Aloo gobhi),asc_manual,,,,439.24,106.18,5.99,1.9,8.13,0.44,3.02
ASC172,Potato capsicum (Shimla mirch aloo),asc_manual,,,,519.38,125.53,8.72,1.41,9.33,0.54,2.02
ASC173,Cabbage and peas (Pattagobhi aur matar),asc_manual,,,,265.74,63.88,6.24,3.24,2.64,0.97,3.99
ASC174,Carrot and fenugreek leaves (Gajar methi),asc_manual,,,,257.01,61.92,4.17,2.1,3.81,2.11,4.43
ASC175,Potato fenugreek (Aloo methi),asc_manual,,,,559.22,135.15,8.47,2.25,10.04,0.54,2.93
ASC177,Brinjal bhartha (Baingan ka bhartha),asc_manual,,,,269.75,65.12,4.4,1.38,4.48,1.82,3.27
ASC178,Dry potato (Sookhe aloo),asc_manual,,,,429.12,103.15,14.38,1.62,4.18,0.33,1.88
ASC179,Beans with coconut (Nariyal aur sem/phali; Beans thoran),asc_manual,,,,547.25,131.63,4.39,2.62,11.39,2.06,5.59
ASC180,Cauliflower with coconut (Nariyal ke saath phoolgobhi),asc_manual,,,,549.26,132.11,3.99,2.64,11.56,1.71,5.27
ASC181,Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar),asc_manual,,,,443.45,106.61,4.99,1.82,8.62,2.36,4.52
ASC182,Raw turnip with coconut,asc_manual,,,,550.6,132.15,5.78,1.8,11.47,4.4,2.79
ASC183,Raw papaya with coconut (Papaya thoran),asc_manual,,,,551.94,132.75,5.58,1.54,11.42,3.82,4.31
ASC184,Stuffed okra (Bharwa bhindi),asc_manual,,,,390.01,94.34,3.85,2.08,7.66,0.48,4.15
ASC185,Stuffed round gourd (Bharwa tinde),asc_manual,,,,301.04,72.8,4.02,1.1,5.75,1.96,2.1
ASC186,Stuffed capsicum (Bharwa shimla mirch),asc_manual,,,,376.99,90.94,8.26,1.34,5.7,1.21,2.01
ASC187,Stuffed brinjal (Bharwa baingan),asc_manual,,,,384.41,93,3.96,1.53,7.73,0.92,4.09
ASC189,Stuffed tomatoes (Bharwa tamatar),asc_manual,,,,387.69,93.35,6.19,3.28,6.06,2.68,2.2
ASC190,Pea potato curry (Aloo matar),asc_manual,,,,419.09,100.92,9.74,3.48,5.13,1.86,3.61
ASC191,Pea paneer curry (Matar paneer),asc_manual,,,,560.98,134.83,9.29,6.61,7.75,3.89,3.3
ASC192,Pea mushroom curry (Matar mushroom),asc_manual,,,,387.18,93.3,7.41,3.87,5.16,1.82,3.86
ASC193,Pea curry (Matar ki sabzi),asc_manual,,,,427.75,102.99,9.2,4.51,5.11,1.98,4.44
ASC194,Pea vadi curry,asc_manual,,,,423.44,101.95,8.9,4.64,5.08,1.92,4.28
ASC195,Paneer curry,asc_manual,,,,734.21,176.52,8.4,7.8,12.38,6.29,1.4
ASC196,Lotus stem curry (Kamal kakdi curry),asc_manual,,,,457.31,110.34,9.24,1.53,7.25,2.09,3.14
ASC197,Gravy for kofta,asc_manual,,,,519.4,125.59,6.31,1.75,10.35,3.73,1.96
ASC198,Pea kofta curry (Matar kofta curry),asc_manual,,,,2451.23,595.66,4.17,2.01,63.39,0.88,1.7
ASC199,Spinach kofta curry (Palak kofta curry),asc_manual,,,,2353.02,571.78,3.56,1.09,61.49,0.82,0.92
ASC200,Paneer kofta curry,asc_manual,,,,2761.29,670.91,3.27,2.39,72.06,1.98,0.4
ASC201,Lotus stem kofta curry (Kamal kakdi kofta curry),asc_manual,,,,2607.51,633.56,5.01,0.96,67.76,0.88,1.01
ASC202,Raw banana kofta curry (Kela kofta curry),asc_manual,,,,2580.81,627.27,3.4,0.62,67.98,2.3,0.59
ASC203,Cauliflower kofta curry (Phoolgobhi kofta curry),asc_manual,,,,2637.44,641.1,2.62,1.04,69.62,0.83,1
ASC204,Cabbage kofta curry (Pattagobhi kofta curry),asc_manual,,,,2632.23,639.81,2.87,0.98,69.4,0.89,0.9
ASC205,Ghiya/Lauki Kofta Curry,asc_manual,,,,2627.6,638.71,2.71,0.89,69.4,0.82,0.83
ASC206,Spinach paneer kofta curry (Palak paneer kofta curry),asc_manual,,,,2493.7,606.03,2.94,1.43,65.41,1.16,0.75
ASC207,Vegetarian egg kofta curry,asc_manual,,,,2581.9,627.41,4.26,1.33,67.24,1.19,0.64
ASC208,Baked vegetables,asc_manual,,,,371.43,88.99,8.44,3.67,4.44,2.56,2.34
ASC209,Cauliflower musallam (Phoolgobhi musallam),asc_manual,,,,244.37,58.83,4.48,1.89,3.55,1.71,3.06
ASC210,Baked vegetables with spinach,asc_manual,,,,324.45,77.79,6.93,3.22,4.03,2.09,2.33
ASC211,Baked potato with skin,asc_manual,,,,563.8,135.77,11.11,3.43,8.5,1.66,1.2
ASC212,Shepherd's pie (vegetarian),asc_manual,,,,564.33,135.63,12.03,5.04,7.3,2.78,2.23
ASC213,Baked brinjal in tomato sauce,asc_manual,,,,161.02,38.63,4.13,1.58,1.62,2.2,2.34
ASC214,Dum aloo,asc_manual,,,,2806.84,682.33,3.33,0.7,74.01,0.71,0.68
ASC215,Spinach paneer (Palak paneer),asc_manual,,,,323.55,77.68,4.43,4.03,4.76,2.55,1.91
ASC216,Methi chaman,asc_manual,,,,1957.78,475.62,2.78,1.54,50.91,1.79,0.53
ASC217,Sarson ka saag,asc_manual,,,,364.17,87.84,5.33,3,5.86,0.75,3.69
ASC218,Jackfruit sabzi (Kathal ki sabzi),asc_manual,,,,2572.48,625.4,3.4,0.69,67.6,2.59,1.02
ASC219,Avial,asc_manual,,,,520.92,124.56,8.47,2.46,8.94,3.83,5.44
ASC220,Al yakhani,asc_manual,,,,610.8,147.54,4.65,2.86,13.14,3.56,1.27
ASC221,Shahi paneer,asc_manual,,,,649.74,156.5,6.64,5.06,12.34,5.01,1.4
ASC222,Paneer in butter sauce,asc_manual,,,,607.5,145.61,9.7,6.99,8.81,7.49,1.5
ASC223,Methi malai paneer,asc_manual,,,,810.16,194.98,8.15,7.34,14.76,6,1.47
ASC224,Chilli paneer,asc_manual,,,,3199.66,777.51,3.31,2.1,84.01,1.5,0.5
ASC225,Paneer makhana korma,asc_manual,,,,3194.04,775.82,4.63,3.24,82.76,1.84,0.21
ASC226,Kadhai Paneer,asc_manual,,,,449.91,107.99,7.34,4.33,6.81,5.54,2.07
ASC227,Roghan josh,asc_manual,,,,582.69,139.59,4.93,9.56,9.02,2.66,2.08
ASC228,Spinach mutton (Palak mutton),asc_manual,,,,335.43,80.32,3.45,5.74,4.71,1.42,2.23
ASC229,Pea keema curry (Matar keema ki sabzi),asc_manual,,,,553.15,133,6.24,8.43,8.14,1.82,2.96
ASC230,Keema kofta curry,asc_manual,,,,643.38,154.45,5.64,9.77,10.39,2.14,1.51
ASC231,Kashmiri mutton koftas (Gushtaba),asc_manual,,,,405.6,97.42,3.04,6.33,6.77,2.13,0.62
ASC232,Mutton yakhni,asc_manual,,,,434.62,104.13,0.84,8.27,7.7,0.13,0.67
ASC233,Chicken yakhni,asc_manual,,,,413.28,99,0.78,10.66,6.1,0.12,0.62
ASC234,Mutton do piaza,asc_manual,,,,762.28,183.3,4.14,9.39,14.41,2.9,1.93
ASC236,Mutton chops,asc_manual,,,,2732.12,663.64,1.48,4.03,71.31,0.42,0.17
ASC237,Shammi kebab,asc_manual,,,,2822.97,685.69,3.54,4.52,72.61,0.31,1.05
